round_end_reason,ct_equip_val,t_equip_val,type_buy_ct,type_buy_t,score_ct,score_t,bomb_plant
CTWin,28400,27350,Full Buy,Full Buy,4,4,False
CTWin,29050,26150,Full Buy,Full Buy,5,4,False
CTWin,29850,4200,Full Buy,Eco,6,4,False
CTWin,30450,24800,Full Buy,Full Buy,7,4,False
CTWin,30450,8800,Full Buy,Force Buy,4,8,False
TWin,27050,31250,Full Buy,Full Buy,4,9,True
TargetBombed,4100,4250,Eco,Eco,4,10,True
TargetBombed,1000,17900,Eco,Half Buy,4,11,True
CTWin,24950,22000,Full Buy,Full Buy,5,11,False
TargetSaved,11550,27650,Half Buy,Full Buy,6,11,False
BombDefused,30200,21450,Full Buy,Full Buy,7,11,True
BombDefused,30600,16300,Full Buy,Half Buy,8,11,True
TWin,31150,9550,Full Buy,Force Buy,8,12,True
TWin,31350,25000,Full Buy,Full Buy,8,13,False
CTWin,0,0,,,1,0,False
BombDefused,4000,4650,Eco,Eco,2,0,True
TargetBombed,21850,10550,Full Buy,Half Buy,2,1,True
TargetBombed,29200,17200,Full Buy,Half Buy,2,2,True
TWin,27150,20100,Full Buy,Full Buy,2,3,False
TWin,6800,25900,Force Buy,Full Buy,2,4,True
TargetBombed,25600,25500,Full Buy,Full Buy,2,5,True
TargetBombed,7000,25400,Force Buy,Full Buy,2,6,True
TWin,28300,25400,Full Buy,Full Buy,2,7,True
TWin,28650,25300,Full Buy,Full Buy,2,8,True
TWin,23300,25400,Full Buy,Full Buy,2,9,True
TWin,11000,25900,Half Buy,Full Buy,10,2,True
CTWin,25900,29850,Full Buy,Full Buy,11,2,False
TargetBombed,4250,5050,Eco,Force Buy,11,3,True
TWin,21250,11950,Full Buy,Half Buy,11,4,True
TWin,12600,23850,Half Buy,Full Buy,11,5,False
TargetBombed,1900,25400,Eco,Full Buy,11,6,True
BombDefused,24150,26300,Full Buy,Full Buy,12,6,True
CTWin,10550,24450,Half Buy,Full Buy,13,6,False
BombDefused,0,0,,,1,0,True
CTWin,4650,4400,Eco,Eco,2,0,False
CTWin,21000,16800,Full Buy,Half Buy,3,0,False
TargetBombed,22200,3750,Full Buy,Eco,3,1,True
CTWin,24200,24600,Full Buy,Full Buy,4,1,False
BombDefused,26500,25200,Full Buy,Full Buy,5,1,True
CTWin,30150,25300,Full Buy,Full Buy,6,1,False
TargetBombed,30150,21600,Full Buy,Full Buy,6,2,True
BombDefused,30350,8500,Full Buy,Force Buy,7,2,True
CTWin,28600,28950,Full Buy,Full Buy,8,2,False
TargetBombed,30250,27250,Full Buy,Full Buy,8,3,True
TWin,30650,24850,Full Buy,Full Buy,4,8,True
CTWin,25900,31450,Full Buy,Full Buy,5,8,False
BombDefused,4200,4350,Eco,Eco,6,8,True
TWin,21400,11300,Full Buy,Half Buy,6,9,True
TargetBombed,27550,16850,Full Buy,Half Buy,6,10,True
TargetBombed,21700,22000,Full Buy,Full Buy,6,11,True
TWin,7100,25800,Force Buy,Full Buy,6,12,True
TWin,24550,27650,Full Buy,Full Buy,6,13,True
TWin,0,0,,,0,1,True
BombDefused,4450,4450,Eco,Eco,1,1,True
BombDefused,9900,19600,Force Buy,Half Buy,2,1,True
TargetBombed,25850,2100,Full Buy,Eco,2,2,True
TWin,28500,24500,Full Buy,Full Buy,2,3,True
TWin,29500,25300,Full Buy,Full Buy,2,4,True
TargetBombed,3100,25300,Eco,Full Buy,2,5,True
TWin,25500,26600,Full Buy,Full Buy,2,6,True
CTWin,13000,27050,Half Buy,Full Buy,3,6,False
CTWin,27650,27450,Full Buy,Full Buy,4,6,False
TWin,29250,25950,Full Buy,Full Buy,4,7,True
CTWin,29850,4500,Full Buy,Eco,7,5,False
TWin,29200,25250,Full Buy,Full Buy,7,6,True
TargetBombed,5550,4750,Force Buy,Eco,7,7,True
TargetBombed,8350,20450,Force Buy,Full Buy,7,8,True
CTWin,23250,19000,Full Buy,Half Buy,8,8,False
TWin,19650,24300,Half Buy,Full Buy,8,9,True
TargetBombed,24950,20050,Full Buy,Full Buy,8,10,True
TWin,8650,23650,Force Buy,Full Buy,8,11,True
BombDefused,25900,23950,Full Buy,Full Buy,9,11,True
TWin,22900,27650,Full Buy,Full Buy,9,12,True
BombDefused,29100,20000,Full Buy,Full Buy,10,12,True
TWin,25700,25750,Full Buy,Full Buy,10,13,True
TWin,0,0,,,0,1,True
TWin,4300,4850,Eco,Eco,0,2,True
TWin,8600,20450,Force Buy,Full Buy,0,3,True
TWin,22750,20850,Full Buy,Full Buy,0,4,True
CTWin,5800,24700,Force Buy,Full Buy,1,4,False
TWin,27700,25100,Full Buy,Full Buy,1,5,False
CTWin,27500,27350,Full Buy,Full Buy,2,5,False
TWin,26650,27550,Full Buy,Full Buy,2,6,True
TargetBombed,22150,19950,Full Buy,Half Buy,2,7,True
CTWin,14850,25400,Half Buy,Full Buy,3,7,False
CTWin,23800,27450,Full Buy,Full Buy,4,7,False
TWin,27100,11900,Full Buy,Half Buy,8,4,True
CTWin,11900,30800,Half Buy,Full Buy,9,4,False
CTWin,4400,4700,Eco,Eco,10,4,False
BombDefused,23000,10150,Full Buy,Half Buy,11,4,True
BombDefused,27550,3550,Full Buy,Eco,12,4,True
TWin,32650,26550,Full Buy,Full Buy,12,5,True
TargetBombed,30850,22800,Full Buy,Full Buy,12,6,True
TargetBombed,22800,24000,Full Buy,Full Buy,12,7,True
CTWin,4550,27350,Eco,Full Buy,13,7,False
TWin,0,0,,,0,1,False
CTWin,4250,4450,Eco,Eco,1,1,False
TargetBombed,11350,18700,Half Buy,Half Buy,1,2,True
BombDefused,24750,9100,Full Buy,Force Buy,2,2,True
CTWin,16350,23450,Half Buy,Full Buy,3,2,False
CTWin,26150,13950,Full Buy,Half Buy,4,2,False
CTWin,27600,3850,Full Buy,Eco,5,2,False
CTWin,27600,21900,Full Buy,Full Buy,6,2,False
CTWin,29650,8750,Full Buy,Force Buy,7,2,False
CTWin,30150,24000,Full Buy,Full Buy,8,2,False
TargetBombed,30850,11250,Full Buy,Half Buy,8,3,True
TWin,31950,25000,Full Buy,Full Buy,4,8,True
CTWin,26400,31650,Full Buy,Full Buy,5,8,False
CTWin,4500,4500,Eco,Eco,6,8,False
BombDefused,21450,1100,Full Buy,Eco,7,8,True
TWin,27850,2700,Full Buy,Eco,7,9,True
CTWin,27850,13050,Full Buy,Half Buy,8,9,False
CTWin,26700,25800,Full Buy,Full Buy,9,9,False
TargetSaved,24100,24900,Full Buy,Full Buy,10,9,False
CTWin,26350,20150,Full Buy,Full Buy,11,9,False
CTWin,26050,20700,Full Buy,Full Buy,12,9,False
TWin,25950,10950,Full Buy,Half Buy,12,10,True
CTWin,27250,25450,Full Buy,Full Buy,13,10,False
CTWin,0,0,,,1,0,False
CTWin,4750,4750,Eco,Eco,2,0,False
TWin,20900,1200,Full Buy,Eco,2,1,True
TargetSaved,21600,22800,Full Buy,Full Buy,3,1,False
TargetBombed,26050,25000,Full Buy,Full Buy,3,2,True
CTWin,28000,22200,Full Buy,Full Buy,4,2,False
CTWin,24800,24500,Full Buy,Full Buy,5,2,False
CTWin,25650,11700,Full Buy,Half Buy,6,2,False
CTWin,26150,1600,Full Buy,Eco,7,2,False
CTWin,29500,23800,Full Buy,Full Buy,8,2,False
TWin,29550,8800,Full Buy,Force Buy,8,3,True
TWin,30700,24500,Full Buy,Full Buy,4,8,True
TWin,28550,25900,Full Buy,Full Buy,4,9,True
TWin,4150,4350,Eco,Eco,4,10,False
TWin,11200,18350,Half Buy,Half Buy,4,11,True
CTWin,2600,19150,Eco,Half Buy,5,11,False
BombDefused,26350,21050,Full Buy,Full Buy,6,11,True
BombDefused,29350,25100,Full Buy,Full Buy,7,11,True
BombDefused,29050,23500,Full Buy,Full Buy,8,11,True
CTWin,30450,8950,Full Buy,Force Buy,9,11,False
CTWin,30200,26350,Full Buy,Full Buy,10,11,False
TWin,30250,11800,Full Buy,Half Buy,10,12,True
TWin,30550,24200,Full Buy,Full Buy,10,13,True
TargetBombed,0,0,,,0,1,True
TWin,4500,4750,Eco,Eco,0,2,True
TWin,12200,19500,Half Buy,Half Buy,0,3,True
TargetBombed,3650,22400,Eco,Full Buy,0,4,True
BombDefused,27200,24600,Full Buy,Full Buy,1,4,True
CTWin,18150,27650,Half Buy,Full Buy,2,4,False
CTWin,30000,26050,Full Buy,Full Buy,3,4,False
TargetSaved,32100,1700,Full Buy,Eco,4,4,False
CTWin,31400,23900,Full Buy,Full Buy,5,4,False
CTWin,31100,13900,Full Buy,Half Buy,6,4,False
TWin,31600,11150,Full Buy,Half Buy,6,5,True
CTWin,32200,24100,Full Buy,Full Buy,5,7,False
CTWin,27650,33300,Full Buy,Full Buy,6,7,False
CTWin,4400,4550,Eco,Eco,7,7,False
CTWin,21200,3700,Full Buy,Eco,8,7,False
CTWin,24600,20300,Full Buy,Full Buy,9,7,False
CTWin,29350,7750,Full Buy,Force Buy,10,7,False
TWin,29750,25950,Full Buy,Full Buy,10,8,True
CTWin,29850,12100,Full Buy,Half Buy,11,8,False
BombDefused,29450,27950,Full Buy,Full Buy,12,8,True
CTWin,29100,21350,Full Buy,Full Buy,13,8,False
TargetBombed,0,0,,,0,1,True
CTWin,4200,4400,Eco,Eco,1,1,False
BombDefused,14000,18800,Half Buy,Half Buy,2,1,True
CTWin,21800,8450,Full Buy,Force Buy,3,1,False
BombDefused,27650,13550,Full Buy,Half Buy,4,1,True
CTWin,30100,6100,Full Buy,Force Buy,5,1,False
TargetBombed,31150,26750,Full Buy,Full Buy,5,2,True
TWin,31450,13050,Full Buy,Half Buy,5,3,True
CTWin,30950,26100,Full Buy,Full Buy,6,3,False
TargetBombed,22750,28050,Full Buy,Full Buy,6,4,True
CTWin,27900,22050,Full Buy,Full Buy,7,4,False
CTWin,26800,25550,Full Buy,Full Buy,4,8,False
TWin,21950,31350,Full Buy,Full Buy,4,9,True
TWin,4400,4250,Eco,Eco,4,10,False
BombDefused,1100,19600,Eco,Half Buy,5,10,True
BombDefused,25300,21750,Full Buy,Full Buy,6,10,True
CTWin,28050,18700,Full Buy,Half Buy,7,10,False
CTWin,27150,9350,Full Buy,Force Buy,8,10,False
TWin,29700,20850,Full Buy,Full Buy,8,11,True
TWin,30350,7450,Full Buy,Force Buy,8,12,True
TargetSaved,29700,25100,Full Buy,Full Buy,9,12,False
CTWin,16350,23300,Half Buy,Full Buy,10,12,False
BombDefused,23750,2000,Full Buy,Eco,11,12,True
TWin,30050,22250,Full Buy,Full Buy,11,13,True
CTWin,0,0,,,1,0,False
CTWin,4800,4400,Eco,Eco,2,0,False
CTWin,18300,1000,Half Buy,Eco,3,0,False
CTWin,26850,23700,Full Buy,Full Buy,4,0,False
TWin,29850,5050,Full Buy,Force Buy,4,1,True
TWin,29850,26900,Full Buy,Full Buy,4,2,True
TargetBombed,28600,26450,Full Buy,Full Buy,4,3,True
TargetSaved,1600,26150,Eco,Full Buy,5,3,False
TargetBombed,26000,26450,Full Buy,Full Buy,5,4,True
TargetBombed,29000,27050,Full Buy,Full Buy,5,5,True
BombDefused,28150,27450,Full Buy,Full Buy,6,5,True
TWin,9000,27950,Force Buy,Full Buy,6,6,True
CTWin,4300,1000,Eco,Eco,7,6,False
CTWin,4300,4200,Eco,Eco,8,6,False
TargetBombed,21450,1000,Full Buy,Eco,8,7,True
CTWin,25050,23200,Full Buy,Full Buy,9,7,False
CTWin,25100,25200,Full Buy,Full Buy,10,7,False
CTWin,27900,20500,Full Buy,Full Buy,11,7,False
TargetSaved,28850,3550,Full Buy,Eco,12,7,False
CTWin,30850,26900,Full Buy,Full Buy,13,7,False
TWin,0,0,,,0,1,True
TWin,4750,4300,Eco,Eco,0,2,False
TargetBombed,1000,20800,Eco,Full Buy,0,3,True
TargetBombed,24050,23500,Full Buy,Full Buy,0,4,True
TargetBombed,8100,23750,Force Buy,Full Buy,0,5,True
TWin,31650,26000,Full Buy,Full Buy,0,6,True
TargetSaved,30900,27650,Full Buy,Full Buy,1,6,False
CTWin,27400,27550,Full Buy,Full Buy,2,6,False
TargetBombed,29850,26350,Full Buy,Full Buy,2,7,True
CTWin,30650,8800,Full Buy,Force Buy,3,7,False
CTWin,27400,27250,Full Buy,Full Buy,4,7,False
BombDefused,29800,17550,Full Buy,Half Buy,7,5,True
CTWin,11000,29400,Half Buy,Full Buy,8,5,False
CTWin,4250,4650,Eco,Eco,9,5,False
TargetBombed,20450,1400,Full Buy,Eco,9,6,True
CTWin,27200,23600,Full Buy,Full Buy,10,6,False
CTWin,23850,24600,Full Buy,Full Buy,11,6,False
CTWin,27800,4950,Full Buy,Eco,12,6,False
TargetBombed,29650,23700,Full Buy,Full Buy,12,7,True
CTWin,30850,15800,Full Buy,Half Buy,13,7,False
TWin,0,0,,,0,1,False
TWin,4000,4650,Eco,Eco,0,2,False
TargetBombed,1300,18550,Eco,Half Buy,0,3,True
TargetBombed,24850,20200,Full Buy,Full Buy,0,4,True
BombDefused,15400,26850,Half Buy,Full Buy,1,4,True
CTWin,30250,27850,Full Buy,Full Buy,2,4,False
BombDefused,30950,27450,Full Buy,Full Buy,3,4,True
CTWin,30550,23800,Full Buy,Full Buy,4,4,False
TargetBombed,30450,7950,Full Buy,Force Buy,4,5,True
CTWin,30250,24900,Full Buy,Full Buy,5,5,False
CTWin,29000,25550,Full Buy,Full Buy,6,5,False
TWin,30250,16900,Full Buy,Half Buy,6,6,False
CTWin,13950,31650,Half Buy,Full Buy,7,6,False
CTWin,4000,4400,Eco,Eco,8,6,False
CTWin,18600,1500,Half Buy,Eco,9,6,False
CTWin,28000,23400,Full Buy,Full Buy,10,6,False
TWin,30050,6400,Full Buy,Force Buy,10,7,False
CTWin,29150,26600,Full Buy,Full Buy,11,7,False
CTWin,21350,22150,Full Buy,Full Buy,12,7,False
TargetBombed,27050,8900,Full Buy,Force Buy,12,8,True
TWin,28700,27150,Full Buy,Full Buy,12,9,False
TargetBombed,25200,27850,Full Buy,Full Buy,12,10,True
TargetBombed,1800,27350,Eco,Full Buy,12,11,True
TWin,26400,27050,Full Buy,Full Buy,12,12,True
TWin,24000,28050,Full Buy,Full Buy,12,13,True
CTWin,29450,27550,Full Buy,Full Buy,13,13,False
TWin,29050,27650,Full Buy,Full Buy,14,13,False
CTWin,27950,30850,Full Buy,Full Buy,15,13,False
TWin,30750,27450,Full Buy,Full Buy,15,14,True
BombDefused,31250,27950,Full Buy,Full Buy,16,14,True
CTWin,0,0,,,1,0,False
CTWin,4200,4200,Eco,Eco,2,0,False
CTWin,23250,9850,Full Buy,Force Buy,3,0,False
TWin,27350,2500,Full Buy,Eco,3,1,False
TargetBombed,28950,24300,Full Buy,Full Buy,3,2,True
TWin,29000,22300,Full Buy,Full Buy,3,3,True
BombDefused,7200,26750,Force Buy,Full Buy,4,3,True
CTWin,27200,27450,Full Buy,Full Buy,5,3,False
BombDefused,26450,20600,Full Buy,Full Buy,6,3,True
BombDefused,29950,3300,Full Buy,Eco,7,3,True
TargetSaved,30650,25000,Full Buy,Full Buy,8,3,False
CTWin,30850,21300,Full Buy,Full Buy,3,9,False
TWin,21000,31150,Full Buy,Full Buy,3,10,True
TargetBombed,4200,4200,Eco,Eco,3,11,True
TWin,12050,19300,Half Buy,Half Buy,3,12,True
TWin,5050,22000,Force Buy,Full Buy,3,13,True
CTWin,0,0,,,1,0,False
TWin,4550,4750,Eco,Eco,1,1,False
CTWin,20950,1000,Full Buy,Eco,2,1,False
BombDefused,10600,25500,Half Buy,Full Buy,3,1,True
CTWin,26950,13800,Full Buy,Half Buy,4,1,False
TWin,29550,3250,Full Buy,Eco,4,2,True
TargetBombed,30150,24200,Full Buy,Full Buy,4,3,True
BombDefused,27900,22700,Full Buy,Full Buy,5,3,True
TargetSaved,24650,27750,Full Buy,Full Buy,6,3,False
TWin,25000,22400,Full Buy,Full Buy,6,4,False
TWin,28300,20550,Full Buy,Full Buy,6,5,True
TWin,13750,26550,Half Buy,Full Buy,6,6,True
TWin,28550,11200,Full Buy,Half Buy,6,7,False
TWin,4200,4250,Eco,Eco,6,8,False
TargetBombed,1000,18900,Eco,Half Buy,6,9,True
CTWin,25150,20100,Full Buy,Full Buy,7,9,False
TargetBombed,21350,22350,Full Buy,Full Buy,7,10,True
CTWin,30000,27150,Full Buy,Full Buy,8,10,False
BombDefused,29050,27100,Full Buy,Full Buy,9,10,True
CTWin,29200,26150,Full Buy,Full Buy,10,10,False
CTWin,30250,7600,Full Buy,Force Buy,11,10,False
CTWin,30950,20850,Full Buy,Full Buy,12,10,False
TWin,30650,8400,Full Buy,Force Buy,12,11,True
TWin,31650,25400,Full Buy,Full Buy,12,12,False
CTWin,34600,27650,Full Buy,Full Buy,13,12,False
BombDefused,30050,27550,Full Buy,Full Buy,14,12,True
CTWin,32350,24550,Full Buy,Full Buy,12,15,False
TWin,27850,31000,Full Buy,Full Buy,12,16,True
BombDefused,0,0,,,1,0,True
CTWin,4500,4250,Eco,Eco,2,0,False
CTWin,22700,13700,Full Buy,Half Buy,3,0,False
BombDefused,27350,3500,Full Buy,Eco,4,0,True
BombDefused,29400,24700,Full Buy,Full Buy,5,0,True
TargetBombed,30650,21800,Full Buy,Full Buy,5,1,True
TWin,31050,22400,Full Buy,Full Buy,5,2,True
TWin,30550,25000,Full Buy,Full Buy,5,3,True
TWin,27850,27450,Full Buy,Full Buy,5,4,True
TWin,15450,27350,Half Buy,Full Buy,5,5,False
TWin,15800,22150,Half Buy,Full Buy,5,6,False
CTWin,10050,27350,Half Buy,Full Buy,6,6,False
CTWin,28450,28450,Full Buy,Full Buy,7,6,False
CTWin,4200,4450,Eco,Eco,8,6,False
TWin,21700,1000,Full Buy,Eco,8,7,True
TargetBombed,23300,22700,Full Buy,Full Buy,8,8,True
TargetBombed,23750,22100,Full Buy,Full Buy,8,9,True
CTWin,7100,25650,Force Buy,Full Buy,9,9,False
TWin,28150,25850,Full Buy,Full Buy,9,10,False
BombDefused,30950,14750,Full Buy,Half Buy,10,10,True
CTWin,9250,20300,Force Buy,Full Buy,11,10,False
CTWin,28150,1000,Full Buy,Eco,12,10,False
CTWin,28250,23200,Full Buy,Full Buy,13,10,False
CTWin,0,0,,,1,0,False
CTWin,4000,4850,Eco,Eco,2,0,False
TargetBombed,21600,1000,Full Buy,Eco,2,1,True
CTWin,25100,23100,Full Buy,Full Buy,3,1,False
CTWin,24900,21100,Full Buy,Full Buy,4,1,False
CTWin,28000,1000,Full Buy,Eco,5,1,False
CTWin,28000,22600,Full Buy,Full Buy,6,1,False
CTWin,28000,5750,Full Buy,Force Buy,7,1,False
CTWin,30650,26400,Full Buy,Full Buy,8,1,False
CTWin,30350,9750,Full Buy,Force Buy,9,1,False
CTWin,29550,26300,Full Buy,Full Buy,10,1,False
BombDefused,30750,7700,Full Buy,Force Buy,1,11,True
TWin,26900,31850,Full Buy,Full Buy,1,12,True
CTWin,4200,4950,Eco,Eco,2,12,False
CTWin,11600,18600,Half Buy,Half Buy,3,12,False
CTWin,24100,9850,Full Buy,Force Buy,4,12,False
CTWin,28850,1500,Full Buy,Eco,5,12,False
TWin,29500,23900,Full Buy,Full Buy,5,13,True
TargetBombed,0,0,,,0,1,True
TWin,4500,4050,Eco,Eco,0,2,True
TWin,13250,20000,Half Buy,Full Buy,0,3,False
CTWin,1000,23900,Eco,Full Buy,1,3,False
CTWin,28050,24500,Full Buy,Full Buy,2,3,False
CTWin,29450,25950,Full Buy,Full Buy,3,3,False
CTWin,29450,1200,Full Buy,Eco,4,3,False
CTWin,29650,23000,Full Buy,Full Buy,5,3,False
TWin,29950,7650,Full Buy,Force Buy,5,4,True
TargetBombed,30150,26250,Full Buy,Full Buy,5,5,True
CTWin,28900,21300,Full Buy,Full Buy,6,5,False
CTWin,10200,27450,Half Buy,Full Buy,5,7,False
TWin,20900,31450,Full Buy,Full Buy,5,8,True
TargetBombed,4000,5000,Eco,Force Buy,5,9,True
TWin,12350,18950,Half Buy,Half Buy,5,10,True
TWin,2500,23600,Eco,Full Buy,5,11,True
TWin,28200,27150,Full Buy,Full Buy,5,12,False
TWin,11550,27550,Half Buy,Full Buy,5,13,True
BombDefused,0,0,,,1,0,True
CTWin,4000,4300,Eco,Eco,2,0,False
BombDefused,21350,14450,Full Buy,Half Buy,3,0,True
TWin,26450,5700,Full Buy,Force Buy,3,1,False
TargetBombed,27850,23400,Full Buy,Full Buy,3,2,True
TWin,25000,25300,Full Buy,Full Buy,3,3,True
TargetBombed,12050,25300,Half Buy,Full Buy,3,4,True
TWin,23600,27650,Full Buy,Full Buy,3,5,False
BombDefused,9700,27750,Force Buy,Full Buy,4,5,True
TWin,26650,27750,Full Buy,Full Buy,4,6,True
TWin,24800,27450,Full Buy,Full Buy,4,7,True
TWin,22200,28050,Full Buy,Full Buy,8,4,True
BombDefused,28950,17150,Full Buy,Half Buy,9,4,True
TargetBombed,4000,4350,Eco,Eco,9,5,True
TargetBombed,22600,15500,Full Buy,Half Buy,9,6,True
BombDefused,9900,21000,Force Buy,Full Buy,10,6,True
CTWin,10200,24800,Half Buy,Full Buy,11,6,False
CTWin,29200,19500,Full Buy,Half Buy,12,6,False
CTWin,30150,1500,Full Buy,Eco,13,6,False
CTWin,0,0,,,1,0,False
CTWin,4300,4650,Eco,Eco,2,0,False
TargetBombed,20800,1500,Full Buy,Eco,2,1,True
TWin,22300,23600,Full Buy,Full Buy,2,2,True
TargetBombed,27400,24500,Full Buy,Full Buy,2,3,True
TWin,22650,25600,Full Buy,Full Buy,2,4,True
TargetBombed,7450,25400,Force Buy,Full Buy,2,5,True
TWin,26350,26300,Full Buy,Full Buy,2,6,True
CTWin,7400,25800,Force Buy,Full Buy,3,6,False
TWin,29250,25700,Full Buy,Full Buy,3,7,True
TWin,27300,25400,Full Buy,Full Buy,3,8,True
BombDefused,19300,26000,Half Buy,Full Buy,8,4,True
BombDefused,26500,21250,Full Buy,Full Buy,9,4,True
TargetBombed,4200,4000,Eco,Eco,9,5,True
BombDefused,22650,13300,Full Buy,Half Buy,10,5,True
CTWin,12550,23800,Half Buy,Full Buy,11,5,False
TWin,24750,19200,Full Buy,Half Buy,11,6,True
CTWin,28400,12250,Full Buy,Half Buy,12,6,False
BombDefused,12700,22600,Half Buy,Full Buy,13,6,True
BombDefused,0,0,,,1,0,True
CTWin,4000,4200,Eco,Eco,2,0,False
CTWin,22700,13400,Full Buy,Half Buy,3,0,False
TWin,25550,4950,Full Buy,Eco,3,1,True
TWin,29200,24750,Full Buy,Full Buy,3,2,True
TargetBombed,21000,25850,Full Buy,Full Buy,3,3,True
BombDefused,1300,22550,Eco,Full Buy,4,3,True
BombDefused,27800,24300,Full Buy,Full Buy,5,3,True
CTWin,27550,19650,Full Buy,Half Buy,6,3,False
TWin,28000,4450,Full Buy,Eco,6,4,False
BombDefused,28800,22000,Full Buy,Full Buy,7,4,True
TWin,26550,23100,Full Buy,Full Buy,5,7,True
TWin,18300,28350,Half Buy,Full Buy,5,8,True
TargetBombed,4300,4650,Eco,Eco,5,9,True
TWin,10000,19850,Half Buy,Half Buy,5,10,False
TargetBombed,7700,22450,Force Buy,Full Buy,5,11,True
TWin,26800,24800,Full Buy,Full Buy,5,12,True
BombDefused,22450,25800,Full Buy,Full Buy,6,12,True
BombDefused,20700,25900,Full Buy,Full Buy,7,12,True
TargetSaved,25200,27550,Full Buy,Full Buy,8,12,False
TWin,28400,25200,Full Buy,Full Buy,8,13,True
CTWin,0,0,,,1,0,False
CTWin,4900,4500,Eco,Eco,2,0,False
TWin,22250,4950,Full Buy,Eco,2,1,False
BombDefused,26600,18700,Full Buy,Half Buy,3,1,True
CTWin,14550,23800,Half Buy,Full Buy,4,1,False
CTWin,24800,18400,Full Buy,Half Buy,5,1,False
BombDefused,26650,5400,Full Buy,Force Buy,6,1,True
TWin,28050,20900,Full Buy,Full Buy,6,2,False
BombDefused,30750,22200,Full Buy,Full Buy,7,2,True
TWin,28300,26450,Full Buy,Full Buy,7,3,True
CTWin,30850,22950,Full Buy,Full Buy,8,3,False
TWin,7000,26950,Force Buy,Full Buy,4,8,False
TWin,14100,32550,Half Buy,Full Buy,4,9,True
CTWin,4300,4500,Eco,Eco,5,9,False
CTWin,10950,20350,Half Buy,Full Buy,6,9,False
CTWin,23200,8200,Full Buy,Force Buy,7,9,False
CTWin,25950,1600,Full Buy,Eco,8,9,False
CTWin,26250,22100,Full Buy,Full Buy,9,9,False
TWin,29000,7950,Full Buy,Force Buy,9,10,False
TWin,30550,23300,Full Buy,Full Buy,9,11,True
TargetBombed,29200,24400,Full Buy,Full Buy,9,12,True
CTWin,22950,25400,Full Buy,Full Buy,10,12,False
CTWin,18900,26750,Half Buy,Full Buy,11,12,False
TWin,26700,24850,Full Buy,Full Buy,11,13,True
TargetBombed,0,0,,,0,1,True
TWin,4000,4300,Eco,Eco,0,2,False
TWin,12550,21250,Half Buy,Full Buy,0,3,False
CTWin,5050,23100,Force Buy,Full Buy,1,3,False
TWin,24800,27000,Full Buy,Full Buy,1,4,True
CTWin,29050,19550,Full Buy,Half Buy,2,4,False
CTWin,18800,26750,Half Buy,Full Buy,3,4,False
TargetSaved,26300,2500,Full Buy,Eco,4,4,False
TWin,25150,21000,Full Buy,Full Buy,4,5,True
CTWin,28100,8400,Full Buy,Force Buy,5,5,False
CTWin,22350,24500,Full Buy,Full Buy,6,5,False
CTWin,30250,10000,Full Buy,Half Buy,5,7,False
BombDefused,17900,30050,Half Buy,Full Buy,6,7,True
TWin,4750,4300,Eco,Eco,6,8,True
TargetBombed,22950,15100,Full Buy,Half Buy,6,9,True
TargetBombed,7050,24200,Force Buy,Full Buy,6,10,True
TWin,3650,23650,Eco,Full Buy,6,11,True
CTWin,26650,23450,Full Buy,Full Buy,7,11,False
CTWin,19900,25100,Half Buy,Full Buy,8,11,False
CTWin,25550,18800,Full Buy,Half Buy,9,11,False
CTWin,26500,3650,Full Buy,Eco,10,11,False
CTWin,29950,19700,Full Buy,Half Buy,11,11,False
CTWin,30350,10300,Full Buy,Half Buy,12,11,False
TWin,31150,22800,Full Buy,Full Buy,12,12,True
CTWin,32050,18950,Full Buy,Half Buy,13,12,False
TWin,29900,27150,Full Buy,Full Buy,13,13,True
BombDefused,30400,27250,Full Buy,Full Buy,13,14,True
CTWin,27550,32250,Full Buy,Full Buy,14,14,False
BombDefused,30400,27250,Full Buy,Full Buy,15,14,True
TWin,31150,26550,Full Buy,Full Buy,15,15,False
CTWin,31550,28550,Full Buy,Full Buy,16,15,False
TWin,30100,26850,Full Buy,Full Buy,16,16,True
CTWin,31550,27150,Full Buy,Full Buy,16,17,False
CTWin,28350,31450,Full Buy,Full Buy,17,17,False
TargetBombed,30800,27150,Full Buy,Full Buy,17,18,True
TWin,31750,27450,Full Buy,Full Buy,17,19,True
CTWin,0,0,,,1,0,False
CTWin,4300,4200,Eco,Eco,2,0,False
TargetSaved,22050,1500,Full Buy,Eco,3,0,False
CTWin,25450,22400,Full Buy,Full Buy,4,0,False
CTWin,26800,10050,Full Buy,Half Buy,5,0,False
CTWin,28600,22600,Full Buy,Full Buy,6,0,False
TWin,28900,18850,Full Buy,Half Buy,6,1,True
TWin,28900,18600,Full Buy,Half Buy,6,2,True
CTWin,28250,25700,Full Buy,Full Buy,7,2,False
CTWin,29300,25900,Full Buy,Full Buy,8,2,False
CTWin,30050,21800,Full Buy,Full Buy,9,2,False
TWin,30250,12900,Full Buy,Half Buy,3,9,True
TWin,23200,31750,Full Buy,Full Buy,3,10,True
TargetBombed,4300,4300,Eco,Eco,3,11,True
TWin,10800,20400,Half Buy,Full Buy,3,12,True
BombDefused,18800,22550,Half Buy,Full Buy,4,12,True
TWin,16600,24800,Half Buy,Full Buy,4,13,False
TWin,0,0,,,0,1,True
BombDefused,4300,5150,Eco,Force Buy,1,1,True
