round_end_reason,ct_equip_val,t_equip_val,type_buy_ct,type_buy_t,score_ct,score_t,bomb_plant
BombDefused,10300,21950,Half Buy,Full Buy,2,1,True
TargetBombed,24300,2000,Full Buy,Eco,2,2,True
TWin,29250,24400,Full Buy,Full Buy,2,3,True
TargetBombed,29450,25400,Full Buy,Full Buy,2,4,True
TargetBombed,3050,27150,Eco,Full Buy,2,5,True
TWin,28000,27350,Full Buy,Full Buy,2,6,True
TWin,15250,27450,Half Buy,Full Buy,2,7,False
CTWin,25100,27350,Full Buy,Full Buy,3,7,False
TWin,9950,27550,Force Buy,Full Buy,3,8,False
TWin,28050,27750,Full Buy,Full Buy,9,3,True
CTWin,28150,24000,Full Buy,Full Buy,10,3,False
CTWin,4500,4650,Eco,Eco,11,3,False
CTWin,20450,10400,Full Buy,Half Buy,12,3,False
CTWin,25200,3950,Full Buy,Eco,13,3,False
BombDefused,0,0,,,1,0,True
CTWin,4200,4550,Eco,Eco,2,0,False
TWin,23250,2100,Full Buy,Eco,2,1,True
TargetBombed,28050,25300,Full Buy,Full Buy,2,2,True
TWin,22650,24850,Full Buy,Full Buy,2,3,True
TargetBombed,26950,20950,Full Buy,Full Buy,2,4,True
CTWin,4300,27550,Eco,Full Buy,3,4,False
CTWin,29100,27350,Full Buy,Full Buy,4,4,False
TWin,30150,4550,Full Buy,Eco,4,5,False
TargetBombed,31750,23550,Full Buy,Full Buy,4,6,True
TargetBombed,30800,25450,Full Buy,Full Buy,4,7,True
CTWin,28100,27550,Full Buy,Full Buy,7,5,False
TWin,28150,26750,Full Buy,Full Buy,7,6,False
TWin,4300,4250,Eco,Eco,7,7,True
BombDefused,2400,19100,Eco,Half Buy,8,7,True
CTWin,22850,21000,Full Buy,Full Buy,9,7,False
CTWin,23450,26550,Full Buy,Full Buy,10,7,False
TargetSaved,24550,2800,Full Buy,Eco,11,7,False
TWin,25950,20650,Full Buy,Full Buy,11,8,True
CTWin,27800,17250,Full Buy,Half Buy,12,8,False
CTWin,30050,21400,Full Buy,Full Buy,13,8,False
CTWin,0,0,,,1,0,False
BombDefused,4000,4700,Eco,Eco,2,0,True
TWin,20500,1050,Full Buy,Eco,2,1,False
TargetSaved,25350,25200,Full Buy,Full Buy,3,1,False
CTWin,20850,25400,Full Buy,Full Buy,4,1,False
BombDefused,23300,18800,Full Buy,Half Buy,5,1,True
CTWin,23300,4900,Full Buy,Eco,6,1,False
TargetBombed,25600,26450,Full Buy,Full Buy,6,2,True
TargetBombed,30050,10250,Full Buy,Half Buy,6,3,True
TargetBombed,24950,27750,Full Buy,Full Buy,6,4,True
TWin,28250,27650,Full Buy,Full Buy,6,5,True
TWin,15300,25700,Half Buy,Full Buy,6,6,True
TargetBombed,27950,18050,Full Buy,Half Buy,6,7,True
TWin,4200,4350,Eco,Eco,6,8,False
TWin,3200,20200,Eco,Full Buy,6,9,True
CTWin,23500,23400,Full Buy,Full Buy,7,9,False
TWin,8100,23750,Force Buy,Full Buy,7,10,True
TargetBombed,28050,20500,Full Buy,Full Buy,7,11,True
TWin,27850,21450,Full Buy,Full Buy,7,12,True
TWin,25550,27450,Full Buy,Full Buy,7,13,False
CTWin,0,0,,,1,0,False
BombDefused,4000,4650,Eco,Eco,2,0,True
TargetBombed,22150,2000,Full Buy,Eco,2,1,True
CTWin,29750,24300,Full Buy,Full Buy,3,1,False
CTWin,22100,24250,Full Buy,Full Buy,4,1,False
CTWin,24700,18850,Full Buy,Half Buy,5,1,False
CTWin,23950,3950,Full Buy,Eco,6,1,False
CTWin,30350,25350,Full Buy,Full Buy,7,1,False
BombDefused,30550,7500,Full Buy,Force Buy,8,1,True
CTWin,30550,25050,Full Buy,Full Buy,9,1,False
TargetBombed,30250,22300,Full Buy,Full Buy,9,2,True
TWin,31050,18350,Full Buy,Half Buy,3,9,False
CTWin,27550,31850,Full Buy,Full Buy,4,9,False
CTWin,5200,4350,Force Buy,Eco,5,9,False
CTWin,22050,1000,Full Buy,Eco,6,9,False
CTWin,25150,23500,Full Buy,Full Buy,7,9,False
BombDefused,29250,8900,Full Buy,Force Buy,8,9,True
CTWin,30050,24900,Full Buy,Full Buy,9,9,False
BombDefused,30150,22650,Full Buy,Full Buy,10,9,True
TargetBombed,30150,10400,Full Buy,Half Buy,10,10,True
TWin,30450,27150,Full Buy,Full Buy,10,11,False
TWin,29900,28150,Full Buy,Full Buy,10,12,True
BombDefused,29750,28050,Full Buy,Full Buy,11,12,True
CTWin,18400,28150,Half Buy,Full Buy,12,12,False
TargetBombed,28600,28650,Full Buy,Full Buy,12,13,True
TWin,30850,27350,Full Buy,Full Buy,12,14,True
CTWin,32900,28150,Full Buy,Full Buy,14,13,False
TWin,28550,30100,Full Buy,Full Buy,14,14,True
TargetBombed,30100,27250,Full Buy,Full Buy,14,15,True
TWin,30100,27650,Full Buy,Full Buy,14,16,True
TargetBombed,0,0,,,0,1,True
TargetBombed,4000,4650,Eco,Eco,0,2,True
TargetBombed,1850,18400,Eco,Half Buy,0,3,True
TWin,24550,24600,Full Buy,Full Buy,0,4,True
TargetSaved,13700,25700,Half Buy,Full Buy,1,4,False
CTWin,27800,28150,Full Buy,Full Buy,2,4,False
TargetBombed,26800,26250,Full Buy,Full Buy,2,5,True
BombDefused,27950,3150,Full Buy,Eco,3,5,True
CTWin,22150,28850,Full Buy,Full Buy,4,5,False
CTWin,27100,23950,Full Buy,Full Buy,5,5,False
TWin,27250,1700,Full Buy,Eco,5,6,True
TWin,29950,22800,Full Buy,Full Buy,7,5,True
TWin,21900,23250,Full Buy,Full Buy,7,6,True
CTWin,4200,4200,Eco,Eco,8,6,False
CTWin,11650,19650,Half Buy,Half Buy,9,6,False
CTWin,22200,8950,Full Buy,Force Buy,10,6,False
CTWin,25400,1500,Full Buy,Eco,11,6,False
CTWin,27950,22400,Full Buy,Full Buy,12,6,False
BombDefused,28300,8000,Full Buy,Force Buy,13,6,True
TWin,0,0,,,0,1,True
TWin,4200,4500,Eco,Eco,0,2,True
TWin,11850,20000,Half Buy,Full Buy,0,3,True
CTWin,2300,23400,Eco,Full Buy,1,3,False
CTWin,26050,23300,Full Buy,Full Buy,2,3,False
TWin,30050,26850,Full Buy,Full Buy,2,4,False
TargetBombed,30050,6200,Full Buy,Force Buy,2,5,True
TargetBombed,26200,25700,Full Buy,Full Buy,2,6,True
CTWin,8900,25400,Force Buy,Full Buy,3,6,False
TWin,28500,25100,Full Buy,Full Buy,3,7,False
TWin,30250,25850,Full Buy,Full Buy,3,8,True
CTWin,11850,27350,Half Buy,Full Buy,8,4,False
BombDefused,28050,23000,Full Buy,Full Buy,9,4,True
CTWin,4300,4300,Eco,Eco,10,4,False
BombDefused,23950,4150,Full Buy,Eco,11,4,True
TargetBombed,27800,23100,Full Buy,Full Buy,11,5,True
TargetBombed,29650,19900,Full Buy,Half Buy,11,6,True
TWin,27300,22300,Full Buy,Full Buy,11,7,False
TWin,6050,26550,Force Buy,Full Buy,11,8,True
TWin,24100,27350,Full Buy,Full Buy,11,9,True
BombDefused,4300,27550,Eco,Full Buy,12,9,True
CTWin,27700,28050,Full Buy,Full Buy,13,9,False
TargetBombed,0,0,,,0,1,True
CTWin,4500,4200,Eco,Eco,1,1,False
CTWin,11650,19750,Half Buy,Half Buy,2,1,False
CTWin,22650,7300,Full Buy,Force Buy,3,1,False
TWin,23150,1550,Full Buy,Eco,3,2,True
TWin,24950,23400,Full Buy,Full Buy,3,3,True
TargetBombed,30450,25500,Full Buy,Full Buy,3,4,True
TWin,28350,25500,Full Buy,Full Buy,3,5,True
CTWin,9400,27450,Force Buy,Full Buy,4,5,False
TWin,24250,27850,Full Buy,Full Buy,4,6,True
BombDefused,28400,27250,Full Buy,Full Buy,5,6,True
CTWin,23450,27450,Full Buy,Full Buy,6,6,False
TWin,28150,29750,Full Buy,Full Buy,6,7,True
TWin,4000,4200,Eco,Eco,6,8,True
TWin,2500,19600,Eco,Half Buy,6,9,True
BombDefused,22700,17300,Full Buy,Half Buy,7,9,True
TWin,8350,25700,Force Buy,Full Buy,7,10,True
TargetBombed,29400,21350,Full Buy,Full Buy,7,11,True
TWin,9450,23200,Force Buy,Full Buy,7,12,True
CTWin,26850,26550,Full Buy,Full Buy,8,12,False
TargetSaved,21300,27750,Full Buy,Full Buy,9,12,False
CTWin,27100,16950,Full Buy,Half Buy,10,12,False
CTWin,30850,8350,Full Buy,Force Buy,11,12,False
CTWin,31250,10350,Full Buy,Half Buy,12,12,False
CTWin,32050,24800,Full Buy,Full Buy,13,12,False
CTWin,30100,27850,Full Buy,Full Buy,14,12,False
BombDefused,30450,27450,Full Buy,Full Buy,12,15,True
TWin,28050,30850,Full Buy,Full Buy,12,16,True
TWin,0,0,,,0,1,True
CTWin,4200,4550,Eco,Eco,1,1,False
BombDefused,11250,19050,Half Buy,Half Buy,2,1,True
CTWin,25750,8400,Full Buy,Force Buy,3,1,False
TargetSaved,26900,2500,Full Buy,Eco,4,1,False
TargetBombed,27000,24200,Full Buy,Full Buy,4,2,True
TargetSaved,27700,16300,Full Buy,Half Buy,5,2,False
CTWin,30350,25700,Full Buy,Full Buy,6,2,False
BombDefused,30150,23000,Full Buy,Full Buy,7,2,True
TWin,30350,9500,Full Buy,Force Buy,7,3,True
TWin,31250,25300,Full Buy,Full Buy,7,4,True
BombDefused,32150,27250,Full Buy,Full Buy,4,8,True
CTWin,28050,32450,Full Buy,Full Buy,5,8,False
CTWin,4500,4850,Eco,Eco,6,8,False
CTWin,21100,10900,Full Buy,Half Buy,7,8,False
CTWin,26200,2100,Full Buy,Eco,8,8,False
CTWin,29150,25100,Full Buy,Full Buy,9,8,False
TWin,29850,11000,Full Buy,Half Buy,9,9,True
CTWin,30450,26450,Full Buy,Full Buy,10,9,False
CTWin,27750,26350,Full Buy,Full Buy,11,9,False
CTWin,28350,19800,Full Buy,Half Buy,12,9,False
CTWin,29550,11850,Full Buy,Half Buy,13,9,False
CTWin,0,0,,,1,0,False
BombDefused,4150,4200,Eco,Eco,2,0,True
CTWin,20350,10700,Full Buy,Half Buy,3,0,False
CTWin,27050,17100,Full Buy,Half Buy,4,0,False
TWin,27900,5350,Full Buy,Force Buy,4,1,True
CTWin,29150,26800,Full Buy,Full Buy,5,1,False
TWin,26350,23200,Full Buy,Full Buy,5,2,True
CTWin,28900,10100,Full Buy,Half Buy,6,2,False
CTWin,14000,27650,Half Buy,Full Buy,7,2,False
TWin,28250,7600,Full Buy,Force Buy,7,3,True
TWin,30550,22650,Full Buy,Full Buy,7,4,True
TWin,26250,24000,Full Buy,Full Buy,5,7,True
TWin,26750,12700,Full Buy,Half Buy,5,8,True
TargetBombed,4550,5350,Eco,Force Buy,5,9,True
TWin,12050,20250,Half Buy,Full Buy,5,10,False
TargetBombed,10250,21400,Half Buy,Full Buy,5,11,True
TargetBombed,26650,24350,Full Buy,Full Buy,5,12,True
CTWin,27900,28250,Full Buy,Full Buy,6,12,False
TWin,27100,27550,Full Buy,Full Buy,6,13,False
BombDefused,0,0,,,1,0,True
TargetBombed,4800,4700,Eco,Eco,1,1,True
CTWin,21700,13600,Full Buy,Half Buy,2,1,False
CTWin,16700,26000,Half Buy,Full Buy,3,1,False
CTWin,26050,14450,Full Buy,Half Buy,4,1,False
TWin,26250,1000,Full Buy,Eco,4,2,False
TWin,25750,22900,Full Buy,Full Buy,4,3,True
TargetBombed,29100,21900,Full Buy,Full Buy,4,4,True
BombDefused,1100,27650,Eco,Full Buy,5,4,True
TargetSaved,25000,26850,Full Buy,Full Buy,6,4,False
TargetBombed,28750,27450,Full Buy,Full Buy,6,5,True
CTWin,29100,17900,Full Buy,Half Buy,5,7,False
CTWin,28350,19250,Full Buy,Half Buy,6,7,False
CTWin,4650,4350,Eco,Eco,7,7,False
CTWin,21350,10750,Full Buy,Half Buy,8,7,False
BombDefused,23400,14100,Full Buy,Half Buy,9,7,True
TargetSaved,25450,8450,Full Buy,Force Buy,10,7,False
BombDefused,29950,25400,Full Buy,Full Buy,11,7,True
CTWin,29050,16100,Full Buy,Half Buy,12,7,False
CTWin,30100,25400,Full Buy,Full Buy,13,7,False
TWin,0,0,,,0,1,True
TWin,3700,4400,Eco,Eco,0,2,True
TWin,11250,18900,Half Buy,Half Buy,0,3,True
CTWin,1200,22650,Eco,Full Buy,1,3,False
TargetSaved,28450,26950,Full Buy,Full Buy,2,3,False
CTWin,29100,22450,Full Buy,Full Buy,3,3,False
TWin,29700,15600,Full Buy,Half Buy,3,4,False
TWin,30100,3000,Full Buy,Eco,3,5,True
TargetBombed,28900,29750,Full Buy,Full Buy,3,6,True
TargetBombed,19300,28150,Half Buy,Full Buy,3,7,True
BombDefused,10950,23250,Half Buy,Full Buy,4,7,True
BombDefused,28750,27150,Full Buy,Full Buy,7,5,True
BombDefused,20650,31250,Full Buy,Full Buy,8,5,True
CTWin,4000,4750,Eco,Eco,9,5,False
CTWin,23150,12800,Full Buy,Half Buy,10,5,False
BombDefused,27400,4250,Full Buy,Eco,11,5,True
CTWin,28800,24900,Full Buy,Full Buy,12,5,False
CTWin,30050,22400,Full Buy,Full Buy,13,5,False
TargetBombed,0,0,,,0,1,True
CTWin,4000,4200,Eco,Eco,1,1,False
BombDefused,13400,19600,Half Buy,Half Buy,2,1,True
CTWin,24250,8600,Full Buy,Force Buy,3,1,False
TargetBombed,26950,2000,Full Buy,Eco,3,2,True
TargetBombed,30250,25000,Full Buy,Full Buy,3,3,True
BombDefused,29700,24800,Full Buy,Full Buy,4,3,True
TargetBombed,23750,27350,Full Buy,Full Buy,4,4,True
CTWin,26850,24500,Full Buy,Full Buy,5,4,False
CTWin,26000,25200,Full Buy,Full Buy,6,4,False
CTWin,29250,22900,Full Buy,Full Buy,7,4,False
CTWin,29500,1000,Full Buy,Eco,4,8,False
CTWin,23700,30900,Full Buy,Full Buy,5,8,False
CTWin,4200,4300,Eco,Eco,6,8,False
TargetBombed,20650,3550,Full Buy,Eco,6,9,True
TargetBombed,24050,22700,Full Buy,Full Buy,6,10,True
BombDefused,26550,25200,Full Buy,Full Buy,7,10,True
BombDefused,24450,25300,Full Buy,Full Buy,8,10,True
CTWin,24700,23800,Full Buy,Full Buy,9,10,False
TargetBombed,27300,4000,Full Buy,Eco,9,11,True
TargetBombed,31050,22500,Full Buy,Full Buy,9,12,True
TargetSaved,21400,27450,Full Buy,Full Buy,10,12,False
BombDefused,16650,26850,Half Buy,Full Buy,11,12,True
TWin,28050,27350,Full Buy,Full Buy,11,13,True
TWin,0,0,,,0,1,True
TargetBombed,4100,4200,Eco,Eco,0,2,True
TWin,13200,19000,Half Buy,Half Buy,0,3,True
TargetBombed,22750,19800,Full Buy,Half Buy,0,4,True
TargetBombed,10550,22450,Half Buy,Full Buy,0,5,True
BombDefused,27650,25500,Full Buy,Full Buy,1,5,True
TargetBombed,28050,25700,Full Buy,Full Buy,1,6,True
TargetBombed,28500,25300,Full Buy,Full Buy,1,7,True
CTWin,23100,25400,Full Buy,Full Buy,2,7,False
BombDefused,14850,23550,Half Buy,Full Buy,3,7,True
TWin,28500,25500,Full Buy,Full Buy,3,8,False
TWin,28800,24100,Full Buy,Full Buy,9,3,True
TargetBombed,24500,20650,Full Buy,Full Buy,9,4,True
TWin,4250,5150,Eco,Force Buy,9,5,False
TWin,11350,19400,Half Buy,Half Buy,9,6,True
BombDefused,1300,22350,Eco,Full Buy,10,6,True
BombDefused,27950,24000,Full Buy,Full Buy,11,6,True
CTWin,29000,24700,Full Buy,Full Buy,12,6,False
BombDefused,30050,23200,Full Buy,Full Buy,13,6,True
TWin,0,0,,,0,1,False
TWin,4400,4350,Eco,Eco,0,2,False
TWin,10350,17900,Half Buy,Half Buy,0,3,True
TWin,1800,18250,Eco,Half Buy,0,4,True
BombDefused,27950,26650,Full Buy,Full Buy,1,4,True
CTWin,10150,27250,Half Buy,Full Buy,2,4,False
CTWin,28450,25800,Full Buy,Full Buy,3,4,False
CTWin,30050,1500,Full Buy,Eco,4,4,False
CTWin,29550,23300,Full Buy,Full Buy,5,4,False
BombDefused,30250,7950,Full Buy,Force Buy,6,4,True
CTWin,30350,26000,Full Buy,Full Buy,7,4,False
TWin,30650,22200,Full Buy,Full Buy,5,7,True
TargetBombed,18300,30850,Half Buy,Full Buy,5,8,True
TargetBombed,4350,4450,Eco,Eco,5,9,True
TWin,10850,20500,Half Buy,Full Buy,5,10,False
TargetSaved,14000,22300,Half Buy,Full Buy,6,10,False
CTWin,25950,26250,Full Buy,Full Buy,7,10,False
CTWin,27950,14450,Full Buy,Half Buy,8,10,False
TargetSaved,27100,1000,Full Buy,Eco,9,10,False
BombDefused,30250,21700,Full Buy,Full Buy,10,10,True
TargetBombed,30250,11650,Full Buy,Half Buy,10,11,True
TWin,30650,26300,Full Buy,Full Buy,10,12,True
TWin,31800,27250,Full Buy,Full Buy,10,13,False
,0,0,,,0,0,False
CTWin,4900,0,Eco,Eco,1,0,False
CTWin,4000,4300,Eco,Eco,2,0,False
TargetBombed,18300,2000,Half Buy,Eco,2,1,True
BombDefused,20350,22400,Full Buy,Full Buy,3,1,True
TargetBombed,22350,25600,Full Buy,Full Buy,3,2,True
TargetBombed,26650,20350,Full Buy,Full Buy,3,3,True
TargetBombed,23000,23200,Full Buy,Full Buy,3,4,True
CTWin,9950,25950,Force Buy,Full Buy,4,4,False
BombDefused,25350,26550,Full Buy,Full Buy,5,4,True
CTWin,29150,24750,Full Buy,Full Buy,6,4,False
CTWin,31100,4900,Full Buy,Eco,7,4,False
CTWin,31600,23700,Full Buy,Full Buy,4,8,False
TWin,14750,32250,Half Buy,Full Buy,4,9,True
CTWin,4250,4250,Eco,Eco,5,9,False
CTWin,9200,20400,Force Buy,Full Buy,6,9,False
TWin,23850,6900,Full Buy,Force Buy,6,10,True
TWin,26350,9800,Full Buy,Force Buy,6,11,True
TWin,22250,22550,Full Buy,Full Buy,6,12,True
TWin,2400,22300,Eco,Full Buy,6,13,True
CTWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
TWin,1000,4900,Eco,Eco,0,1,False
TWin,4000,5350,Eco,Force Buy,0,2,True
CTWin,12700,19200,Half Buy,Half Buy,1,2,False
CTWin,2900,21250,Eco,Full Buy,2,2,False
BombDefused,27700,12200,Full Buy,Half Buy,3,2,True
CTWin,27700,3700,Full Buy,Eco,4,2,False
BombDefused,30250,22850,Full Buy,Full Buy,5,2,True
TWin,30650,6350,Full Buy,Force Buy,5,3,True
TWin,31850,26850,Full Buy,Full Buy,5,4,False
BombDefused,30100,27050,Full Buy,Full Buy,6,4,True
CTWin,30350,27650,Full Buy,Full Buy,7,4,False
TWin,29550,27350,Full Buy,Full Buy,5,7,True
BombDefused,23700,32150,Full Buy,Full Buy,6,7,True
CTWin,4200,4250,Eco,Eco,7,7,False
CTWin,21250,7650,Full Buy,Force Buy,8,7,False
TWin,26150,20600,Full Buy,Full Buy,8,8,True
TWin,29550,5100,Full Buy,Force Buy,8,9,True
TWin,18950,27650,Half Buy,Full Buy,8,10,False
BombDefused,1800,27950,Eco,Full Buy,9,10,True
CTWin,21850,28150,Full Buy,Full Buy,10,10,False
CTWin,24450,27350,Full Buy,Full Buy,11,10,False
CTWin,28950,10000,Full Buy,Half Buy,12,10,False
CTWin,29050,22300,Full Buy,Full Buy,13,10,False
CTWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
TWin,8800,1000,Force Buy,Eco,0,1,True
BombDefused,4300,4250,Eco,Eco,1,1,True
TWin,11800,18550,Half Buy,Half Buy,1,2,True
BombDefused,24950,11150,Full Buy,Half Buy,2,2,True
CTWin,13050,25400,Half Buy,Full Buy,3,2,False
CTWin,23000,18800,Full Buy,Half Buy,4,2,False
CTWin,24700,1500,Full Buy,Eco,5,2,False
CTWin,27000,21100,Full Buy,Full Buy,6,2,False
TWin,29750,6450,Full Buy,Force Buy,6,3,True
CTWin,29750,24900,Full Buy,Full Buy,7,3,False
CTWin,29700,23000,Full Buy,Full Buy,8,3,False
TWin,29850,11500,Full Buy,Half Buy,4,8,True
BombDefused,23900,31350,Full Buy,Full Buy,5,8,True
BombDefused,4200,5100,Eco,Force Buy,6,8,True
TWin,22050,13000,Full Buy,Half Buy,6,9,True
TWin,27300,16400,Full Buy,Half Buy,6,10,True
TWin,20500,25700,Full Buy,Full Buy,6,11,False
TWin,10000,26500,Half Buy,Full Buy,6,12,False
TWin,3950,26900,Eco,Full Buy,6,13,True
TWin,0,0,Eco,Eco,0,0,False
,0,0,,,0,0,False
TWin,3250,3250,Eco,Eco,0,1,True
TWin,4000,4800,Eco,Eco,0,2,True
TWin,11800,20200,Half Buy,Full Buy,0,3,True
CTWin,4250,18850,Eco,Half Buy,1,3,False
TWin,25150,22400,Full Buy,Full Buy,1,4,True
TWin,26100,27250,Full Buy,Full Buy,1,5,True
BombDefused,7650,27350,Force Buy,Full Buy,2,5,True
CTWin,24850,28450,Full Buy,Full Buy,3,5,False
CTWin,25650,26450,Full Buy,Full Buy,4,5,False
TargetBombed,29850,1500,Full Buy,Eco,4,6,True
CTWin,30350,22750,Full Buy,Full Buy,5,6,False
TWin,30400,25300,Full Buy,Full Buy,7,5,True
TWin,21000,25650,Full Buy,Full Buy,7,6,True
TWin,3950,4200,Eco,Eco,7,7,False
TWin,9900,19400,Force Buy,Half Buy,7,8,True
BombDefused,2400,21700,Eco,Full Buy,8,8,True
TargetSaved,26900,22800,Full Buy,Full Buy,9,8,False
TargetBombed,28250,27450,Full Buy,Full Buy,9,9,True
TargetBombed,29150,13350,Full Buy,Half Buy,9,10,True
BombDefused,25000,28150,Full Buy,Full Buy,10,10,True
CTWin,25650,28150,Full Buy,Full Buy,11,10,False
CTWin,29850,27350,Full Buy,Full Buy,12,10,False
TargetBombed,29950,14000,Full Buy,Half Buy,12,11,True
TWin,30650,12950,Full Buy,Half Buy,12,12,True
TWin,29900,25250,Full Buy,Full Buy,12,13,True
CTWin,28350,27450,Full Buy,Full Buy,13,13,False
TWin,28650,27650,Full Buy,Full Buy,14,13,True
TWin,26000,30350,Full Buy,Full Buy,14,14,True
BombDefused,29300,27450,Full Buy,Full Buy,15,14,True
CTWin,27900,27450,Full Buy,Full Buy,16,14,False
CTWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
TWin,1000,1000,Eco,Eco,0,1,False
TWin,4550,4450,Eco,Eco,0,2,True
CTWin,1500,19650,Eco,Half Buy,1,2,False
TargetBombed,24000,22400,Full Buy,Full Buy,1,3,True
TargetBombed,28450,21850,Full Buy,Full Buy,1,4,True
TWin,26350,25400,Full Buy,Full Buy,1,5,True
TargetBombed,22500,25200,Full Buy,Full Buy,1,6,True
TargetBombed,21800,27650,Full Buy,Full Buy,1,7,True
TargetBombed,5400,27750,Force Buy,Full Buy,1,8,True
CTWin,29350,27750,Full Buy,Full Buy,2,8,False
TWin,29350,27650,Full Buy,Full Buy,2,9,True
CTWin,30000,27450,Full Buy,Full Buy,9,3,False
TWin,27850,26100,Full Buy,Full Buy,9,4,True
TWin,4050,4150,Eco,Eco,9,5,False
CTWin,1500,19900,Eco,Half Buy,10,5,False
TWin,24750,22500,Full Buy,Full Buy,10,6,True
TWin,29850,19950,Full Buy,Half Buy,10,7,True
BombDefused,9000,23550,Force Buy,Full Buy,11,7,True
TWin,24200,24950,Full Buy,Full Buy,11,8,True
TargetBombed,29050,18700,Full Buy,Half Buy,11,9,True
TWin,4100,25750,Eco,Full Buy,11,10,True
CTWin,29450,25600,Full Buy,Full Buy,12,10,False
CTWin,9550,27650,Force Buy,Full Buy,13,10,False
CTWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
CTWin,1000,1000,Eco,Eco,1,0,False
CTWin,4850,4650,Eco,Eco,2,0,False
TWin,21850,1500,Full Buy,Eco,2,1,True
TWin,24650,22900,Full Buy,Full Buy,2,2,True
TargetBombed,23950,21050,Full Buy,Full Buy,2,3,True
TargetSaved,1600,23650,Eco,Full Buy,3,3,False
CTWin,0,0,,,3,3,False
,0,0,,,0,0,False
BombDefused,0,0,Eco,Eco,3,3,True
CTWin,25650,24300,Full Buy,Full Buy,4,3,False
CTWin,26750,16950,Full Buy,Half Buy,5,3,False
TWin,25950,1500,Full Buy,Eco,5,4,True
BombDefused,26950,22700,Full Buy,Full Buy,6,4,True
CTWin,24850,23050,Full Buy,Full Buy,7,4,False
CTWin,27750,17150,Full Buy,Half Buy,4,8,False
BombDefused,12200,30450,Half Buy,Full Buy,5,8,True
CTWin,4400,5050,Eco,Force Buy,6,8,False
CTWin,21650,14550,Full Buy,Half Buy,7,8,False
TWin,26750,4600,Full Buy,Eco,7,9,True
TargetBombed,29400,24900,Full Buy,Full Buy,7,10,True
TWin,26350,21000,Full Buy,Full Buy,7,11,False
TWin,6350,24500,Force Buy,Full Buy,7,12,True
TWin,23250,26000,Full Buy,Full Buy,7,13,True
TWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
TWin,1000,1000,Eco,Eco,0,1,True
TWin,4100,4650,Eco,Eco,0,2,False
TWin,10800,19250,Half Buy,Half Buy,0,3,True
TWin,2300,21650,Eco,Full Buy,0,4,True
TWin,27950,27650,Full Buy,Full Buy,0,5,False
TWin,20350,27150,Full Buy,Full Buy,0,6,True
CTWin,11050,27150,Half Buy,Full Buy,1,6,False
TWin,27450,27150,Full Buy,Full Buy,1,7,True
TargetBombed,28350,22350,Full Buy,Full Buy,1,8,True
TWin,24050,27050,Full Buy,Full Buy,1,9,True
TWin,25950,22400,Full Buy,Full Buy,1,10,True
TWin,21900,24900,Full Buy,Full Buy,11,1,True
CTWin,30000,18900,Full Buy,Half Buy,12,1,False
CTWin,5050,4600,Force Buy,Eco,13,1,False
CTWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
CTWin,1000,1000,Eco,Eco,1,0,False
CTWin,4600,5150,Eco,Force Buy,2,0,False
CTWin,20750,10250,Full Buy,Half Buy,3,0,False
TargetBombed,25400,2500,Full Buy,Eco,3,1,True
BombDefused,27850,21100,Full Buy,Full Buy,4,1,True
TargetBombed,25100,26750,Full Buy,Full Buy,4,2,True
CTWin,24950,20700,Full Buy,Full Buy,5,2,False
CTWin,24350,24200,Full Buy,Full Buy,6,2,False
BombDefused,28500,8250,Full Buy,Force Buy,7,2,True
CTWin,31200,25500,Full Buy,Full Buy,8,2,False
CTWin,30550,8000,Full Buy,Force Buy,9,2,False
CTWin,32900,26400,Full Buy,Full Buy,2,10,False
TWin,20250,33600,Full Buy,Full Buy,2,11,True
TWin,4750,4300,Eco,Eco,2,12,False
TWin,11850,19050,Half Buy,Half Buy,2,13,True
TWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
TWin,1000,1000,Eco,Eco,0,1,True
TargetBombed,4400,4750,Eco,Eco,0,2,True
TWin,10750,17400,Half Buy,Half Buy,0,3,True
BombDefused,10450,18800,Half Buy,Half Buy,1,3,True
TargetBombed,26650,20250,Full Buy,Full Buy,1,4,True
TWin,28800,26850,Full Buy,Full Buy,1,5,False
TWin,30350,27350,Full Buy,Full Buy,1,6,True
TWin,12650,25400,Half Buy,Full Buy,1,7,True
TWin,28500,25500,Full Buy,Full Buy,1,8,True
CTWin,19650,23850,Half Buy,Full Buy,2,8,False
